<<<<<<< HEAD
CLI,SEXT,NBENF,SEG,DNA,AGE_NCP_HASH,nb_transactions,montant_total,montant_moyen,montant_max,montant_min,date_derniere_txn,dernier_type_op,dernier_montant,nb_types_produits,nb_libelles_produits,churn
5dd3eb93-7c7f-4aa4-81e2-ef1655eb7885,M,1,61,1953-09-25,dc54d8f9084a0e3f5a651bd19b707e1d89fd7a78444d042c4ac4b08865e7560f,2,4.12,29.06,157.85,7.48,2024-08-18,VIREMENT,77.73,1,3,1
1e9fbd66-68d4-41a8-ba7c-82481e9b14e0,M,2,61,1939-10-15,20ee2fdf39d6e8892f4f4971e5e9f0b727484f4f63e09721787bc6cb43384aa6,2,93.59,60.73,280.02,18.05,2024-11-01,VIREMENT,355.31,3,2,1
eef21521-7e89-4fad-aee9-fcb416adf16c,M,1,60,1995-04-23,ac622a974eab8a3ad86ecff8f9b6407947434dcedd1ead86cf4eeef3277b5a95,1,6.14,73.71,123.23,16.15,2024-11-12,DEPOT,551.11,1,4,1
31c5d00a-dd34-417a-b61e-faf2c25a8ae8,M,1,60,1993-12-27,54d4450f44515f21f955872b1b032ba9c5be580d4184429f15d16e6fa5baaf43,1,54.53,64.38,291.18,19.7,2024-11-13,DEPOT,403.8,1,4,1
899bc2d8-ba98-445a-b450-7ae10cdf569d,F,1,60,1935-05-04,d1af98c293f99fcf5d60e8120800e57ab79c175d7955b5ad7aa85945f9dce828,2,71.13,69.92,162.79,15.11,2025-01-14,DEPOT,833.81,3,4,1
0615a775-1921-461b-a402-599dff1b94d6,M,0,60,1982-03-04,345f7558ae7a4f99ef9f9565fb59d69bb0063ce571a29ab5ca282b2a4035914e,2,87.14,34.86,277.68,7.92,2024-09-29,ENCAISSEMENT,814.86,3,1,1
413c84f4-876a-43ed-81fd-ea1e797a566b,F,0,61,2001-11-14,bd58492d37a924c3443730f05d6618e2cf91901a85a9592be2ebaa6ddd965318,1,71.62,21.56,220.59,11.85,2024-09-09,VIREMENT,612.22,4,4,1
6f04dcd3-cf1f-4968-9ce6-ce2172a173a6,F,0,62,1990-08-26,e542771915cd7e17652358b43a96219778bc1b74cd02fd2456cd451bcfc7c686,1,80.29,80.03,265.34,13.25,2024-11-08,SORT CHEQUE,374.08,3,3,1
4196134a-299e-4ef9-b371-34ebe0569a41,F,2,60,1995-09-12,14d425518341fe94bb714d2fe9680244f0638871f15005b937ab3dd371afafb8,0,34.57,43.55,296.8,1.66,2024-08-04,PAIEMENT,256.08,2,1,1
4c725c6f-022b-4d5e-9cb8-f0cf2e8e7f64,M,4,60,1947-09-17,ca22f402e873eeb1f58d49373c9b6f5ff949e9e93a13d233bd53ad8136afff34,0,81.59,44.98,157.68,10.94,2024-10-31,DEPOT,106.77,3,4,1
472bf8dd-dced-4904-9e9b-0b07999581b8,F,1,61,1940-05-27,314cf146d8917bc181114d78e0e947da6b925c4265989f9ad3b9ce818747b050,1,8.92,76.56,292.23,14.22,2024-07-24,DEPOT,355.54,4,3,1
a40d0a88-3b57-42b0-afa8-6ee8d9cbb4c6,M,1,62,1949-08-16,99930f864b1d9e71e8ab9e0e6de9d4b728336c67f93d5747d0a4d4f48947092f,2,89.5,61.12,177.9,3.43,2024-09-29,VIREMENT,413.76,4,3,1
fcb282d2-39b8-4b73-a326-b8d9220f794b,F,2,62,1977-02-18,7c9e13d58b285739c1a2774708296778670b067f4338389217592c3430d0f749,2,55.16,59.12,177.1,15.63,2024-11-23,VIREMENT,676.15,4,3,1
870b8205-8d79-42e7-a527-0c61563bcbd9,F,1,61,1945-01-20,7817aa72ec3b583de2c7fda0b68c6dc0956425b73313a7cd00db983f55ccd59b,2,81.83,93.3,168.08,11.72,2024-11-24,ENCAISSEMENT,658.5,3,2,1
4a65b0f7-52b9-47c7-9f92-75e82fc64230,F,0,61,2006-09-30,12afaf241470a9af71dfccaf0f734de2b4701e42777d74f11d9ce9389c833ecd,2,45.73,37.13,208.28,19.05,2024-09-05,ENCAISSEMENT,71.04,3,1,1
c7b31147-dcd2-48d3-8e12-2c1c56550d43,F,4,62,1959-08-28,70bb4da1b2c040b041a0049d3c67bd7550f1f84ed98cd7787b48de49cf75d66b,0,64.65,68.56,130.83,0.94,2024-12-26,DEPOT,395.86,1,3,1
c5e36014-cf9e-4ada-bbbb-d2672e36e9fb,F,3,60,1961-06-21,f6af68d8ba7c7c6ffd64f51819270abf991de62901186a7c091a2573cec88200,1,53.06,51.14,210.74,5.38,2024-09-02,VIREMENT,182.6,1,2,1
2acfd386-c2f1-44cc-90c0-7e733fe805e9,F,1,62,1953-12-23,17f456987983c59356b9dc36d35775ad31ef77336eccba6518e3adddea2462d5,2,73.35,55.37,208.34,12.07,2024-07-25,SORT CHEQUE,157.66,2,4,1
30c67e7f-7f21-42b0-a04b-ad5fe7cd7ad5,F,0,61,1958-09-02,524abcefa70145638e15fcf3d0b158d7095e9dd5c41ed7c94393a1a4b8157860,0,9.07,80.57,252.38,6.0,2024-08-10,PAIEMENT,827.47,1,3,1
2c98d30f-0808-49e0-8900-686ecfe8026f,F,3,60,1956-11-13,66c2fdb8dc093b54a8f4dd7aec31e4806bb152230c8c8faad005c4027e52598f,2,6.97,60.16,266.73,14.32,2024-07-28,VIREMENT,42.87,2,2,1
809ad28c-bd17-41e6-9d21-0817cdbe3d1f,M,4,60,2006-09-28,e128e903305b0b09aca6c04ebcd3e28447d23646c76dbd2ceb3d4ba6d9bf4aaf,1,25.44,60.77,188.09,15.2,2024-11-20,VIREMENT,419.76,4,3,1
b6d38d69-4704-49b3-a87e-37558d8c0c6c,M,3,61,1973-08-14,c4ff1c9724fb178a4c9290de66dd8899667f82ff0010882b1d8fadc2cd38e7d2,0,16.78,71.45,160.47,2.14,2024-08-20,ENCAISSEMENT,169.04,1,1,1
184b1946-14d2-42d3-af65-9a7bf3f3a31d,F,0,61,1949-09-13,2c34091be1b752caae43b6ae772d6962c43f73bf71c3ccc8b002aed1a0bdcbdf,1,87.22,42.7,151.87,10.33,2024-08-04,PAIEMENT,879.45,3,1,1
1bea2bd3-166b-411c-950a-712353bb0a97,F,3,61,1988-11-14,48cf3ac04499d218db4090c09bcc0f42a3870ac4148b286a2ccc286c8ea0e9f5,1,22.68,33.22,138.92,10.23,2024-11-12,DEPOT,557.48,1,4,1
ca7fe8d4-2168-45a5-ac80-159fe360655c,F,2,62,1954-06-16,d8a5a3243cdf61e5b78eb81a0e49effa0e1d4c6e979dbcb17d3a00a94c614479,0,97.51,29.1,111.53,7.45,2024-11-30,VIREMENT,232.15,2,3,1
ffc8ab36-a95e-4526-8184-cecba282c24e,M,3,62,1995-10-01,af21c036d63e3ce33669f3651c4a9a4a726f3656b9619b232e1fdd56b0697191,0,34.32,10.67,168.49,18.67,2024-09-12,DEPOT,502.92,1,2,1
9d4d1fc4-7b68-4051-9956-71671619c764,F,1,60,1961-08-15,47b2406580d27c6d410cd85b8c24b058849bc2dd647f443dc5d0aebd83e5b261,0,19.01,91.12,154.05,16.57,2024-10-19,VIREMENT,731.75,4,4,1
d0a241da-22ac-43b9-8189-501a8843881e,M,1,61,1978-08-29,a0aefd7cb649357425c1e8064c5b6b8c9384bdbe78f3a025884d319d7bfc8e10,0,79.1,27.94,293.28,13.97,2024-08-10,DEPOT,958.16,3,3,1
7e32ad47-0b1b-4e16-955b-b4fa643b3e4a,M,2,60,1964-03-07,6a0aa2e26632858960b115f2cfafca8196e5115ea4e0ab4dc541f3b2d08baf4b,0,66.15,45.57,211.54,14.32,2024-10-01,PAIEMENT,221.23,2,4,1
64456713-a7fe-4b78-ac3c-92425d0f5f80,M,0,60,1951-07-04,40d4b41af87a330b93334a8d429b56a93d54f2565a9de998429a890a17b6523f,0,50.27,44.46,169.46,9.29,2025-01-12,ENCAISSEMENT,886.3,3,2,1
696d2bd8-cda2-4317-85e7-4922db1eb919,M,1,60,1956-04-21,ab11028b71802a941dc5ac518b56b9264b8221ca67e9730a09d52d18e98583b5,0,55.93,56.15,216.09,18.43,2024-10-16,PAIEMENT,934.37,3,4,1
7240e950-74fd-4229-9b60-6c79dc211f3f,M,4,60,1936-08-22,cafaecbb7f7cd8f4c5b6068723b90e25c8c0734b38e46eab67294f42b2459536,2,72.13,66.31,127.84,13.92,2024-10-23,SORT CHEQUE,916.5,2,4,1
9aa29767-b771-4f24-827d-5fcfcaee5ca9,F,1,61,1942-11-10,82cc28525a0dcb9293bb332fd67991cf11e75e18df8535e658eab07060bf7a02,1,23.59,67.21,188.81,14.61,2024-08-17,ENCAISSEMENT,635.78,3,4,1
fd5f3f10-925f-4fdb-8699-43fcac4fba45,F,1,60,1980-03-10,055b791320ad284a06f9e8d3a4a46b55ec2aba3c3e12b90ee54e22cdce12fbd0,0,99.54,38.34,225.25,17.25,2024-10-28,PAIEMENT,630.19,3,3,1
41eb943c-c048-471d-98ae-60a25a04eeb1,F,0,61,1942-08-23,1b07c3510b5ac492edddc10408d858361b53edb8d45bf0360fb5f2b5ab039794,2,97.41,46.66,197.78,5.55,2024-09-14,SORT CHEQUE,403.81,1,2,1
42c1128c-360c-4f52-bcd5-08f916cb2e3b,F,3,61,1956-03-30,348277b3792691e71b490c4ce8b20d491d848bd0d5d2f222d06e6171c40d578a,2,65.32,55.65,180.36,16.16,2024-08-12,VIREMENT,752.65,3,1,1
a7b5ce66-13bd-4c4d-b9e2-5ee8372434c6,F,1,62,2005-10-28,2dc642faeb69581a17cf126d377269411a66d83930e005e10b262aa3c8e77813,2,20.73,45.03,298.77,3.99,2024-09-02,VIREMENT,531.76,3,3,1
c73ec946-57ac-48b8-9901-2c8feb018a01,M,2,61,1961-06-28,e5530a08acce154c62423007b2232ea2f490c5b9ff70a10d2b43f0e2e716fe85,1,68.27,82.15,276.06,6.97,2024-08-21,DEPOT,677.76,3,1,1
66200c13-1ee5-4887-9125-83b65a728c6e,F,3,62,2007-07-14,7df8a20c15eca5a56b274f108d9e210c58dad4cb8027bf631a5101de75fcfdd1,0,8.14,59.82,224.68,6.78,2024-07-29,ENCAISSEMENT,429.03,3,1,1
052f0ed0-a7de-4d72-94c2-9264b3753071,F,4,61,1956-05-04,53848a3531b2dd9bb25a6f6e0b50cc70206dac2455af845ce2b24a145912b833,2,4.03,64.7,213.88,19.57,2024-10-01,VIREMENT,731.76,2,3,1
f50d8d55-edba-4d1d-8857-c09f358a0c5b,M,0,61,1936-10-29,d1ba9d1f7ba2541aa49e41ee28e12c432d3eb1d3f58bc8e683217cbeacf96022,1,26.48,63.26,224.13,17.15,2024-07-23,ENCAISSEMENT,824.65,4,3,1
3adef4a8-d7ca-418f-85c6-0305dd64ff40,F,4,61,1944-02-25,71ccd3cece794f8d1c284f4d9033feaeea3aa6bd68bfc1461194b8a30d268dbb,1,46.75,73.47,140.26,14.05,2024-07-31,VIREMENT,147.29,1,2,1
08dd777b-72ae-413d-878a-f96153036e89,M,3,62,2003-08-11,437c8cf2da3217ad6c3c16114a7cc592ad02b7005971ce4ba456d5754730e9b2,1,86.87,53.62,179.03,14.57,2024-11-18,DEPOT,833.1,3,2,1
fbb2e1c1-cb02-484c-a344-8c8c9876a1f7,F,3,62,1991-04-01,147310528071f55bea576c1855e70f2037e4ec39a368526f2e80995190e02c45,2,72.92,24.06,107.89,11.29,2024-08-02,PAIEMENT,540.76,3,4,1
c050d8ff-ef84-4206-863e-d9308d14f2e7,M,3,60,2001-05-16,0aaca0ede83666edc78a5fa0090cfa3744a37b91c9750d87e0a7d671a09af5f4,0,74.45,57.99,195.11,18.95,2024-12-09,DEPOT,844.82,2,1,1
c5a93e9d-aef6-4a72-a638-02a20f64b825,F,4,62,1958-08-11,c6c5609b54ad97d642da51fedaa0210568111c5833a335b341a92e74b6b5c92e,2,43.08,36.97,208.6,9.98,2024-07-29,SORT CHEQUE,431.87,4,2,1
452fa609-d30c-47e3-92d7-affbcec4fa04,F,3,62,2005-11-22,836b1716fe998287ec9db99d8ce082c87868db67cd0d580e35fec2fd214595f5,2,35.21,39.43,145.55,7.67,2024-08-12,VIREMENT,379.66,3,4,1
3c36a379-8595-4836-9801-aaa0888868d3,M,4,62,1953-08-01,86fcb821ffd478e74feefbddf6206ccc70b18d396db0662571a8d34ba55954c4,0,37.7,61.73,292.81,3.34,2024-12-26,SORT CHEQUE,915.15,2,2,1
bf2d0e2d-985a-459d-aca4-107a7cc31552,M,3,62,1946-11-10,5bbfb65032600f197c724918ae8b16dd92e2ea3d56492274dcc1448a885463b8,0,98.68,74.77,281.89,15.75,2024-08-09,SORT CHEQUE,251.92,1,3,1
0a5996b7-fb7d-4d7f-a430-fcbad6c4e7ed,M,2,60,1958-06-09,282c9d6f652bd685047dc85475d3f7a77568d314b286dc941a4570e4d740f372,0,4.97,50.43,244.43,14.72,2024-09-24,ENCAISSEMENT,844.37,1,2,1
61f00d47-2240-4ba7-a5c2-8707fead61cc,M,3,62,1971-03-07,c7324956906c02b8376d00262419478f2cae17c50883cb359d0b57187f59cad3,1,86.75,56.18,206.68,7.75,2024-10-01,VIREMENT,484.54,3,1,1
0c725217-a782-4a60-b8bd-4aa4554e5cca,M,4,61,1999-06-17,84f68578c514e3ca4bcccb1383ec6b3c61e3eb3eb31ccd70d41f4571bf1659f0,0,58.23,84.04,273.99,0.6,2024-10-16,SORT CHEQUE,514.58,3,2,1
4e1397ac-ab91-43fe-b9b4-760281e5af65,M,1,61,1982-02-13,130303dc5626d5083e6bdb9add8021afe34501a1d82dab05b35231478f29e71f,2,44.38,54.82,126.13,16.8,2024-12-29,PAIEMENT,309.16,4,1,1
6f6a33af-b9aa-49d0-8c54-f00ac47eef89,M,3,62,1936-01-28,09e6606cb80160ab91cde1cfc787172fcfda275247f5e02dcf083a2b6e4010bc,0,72.73,102.03,258.1,0.33,2024-08-02,SORT CHEQUE,573.47,4,3,1
42ac7c77-a38f-423a-946f-1baebdef975b,M,1,62,1986-10-31,5327d5bb5c368964b1bbb4206e0e111e9d90d49161305083ab5a29e1b75521d8,2,49.13,61.31,124.96,14.1,2024-10-22,PAIEMENT,325.89,3,1,1
987845d1-1a33-43ff-8157-7731df442d35,F,2,61,1954-02-02,d7cbc9dfc069ae6587c3aba1047c7473162f234b42586f6a3d6efa4f3ad48299,1,87.38,14.78,258.84,19.41,2024-12-21,ENCAISSEMENT,40.23,2,2,1
b1c218bb-4ca4-426a-a1b6-54ba2a953eef,F,0,61,1994-02-04,09ec7f2bbd60d209f51e744e0ff594837111613ca17f1b9ec59168289b821e99,2,90.08,65.07,155.15,8.81,2024-09-16,SORT CHEQUE,272.73,4,4,1
25bd09be-4f05-441e-bbe2-a82996805f9d,M,2,60,1951-07-18,12b0aa898062dfef4b121cd1c0741fdcfdacf144987ffb10d45eb3184c3d6c09,2,42.71,57.62,275.42,4.78,2024-08-29,DEPOT,7.37,3,3,1
d201464a-8768-4ba3-ab17-b62551047a5b,F,3,61,1960-08-10,3bf1aafa9d6529b690c2f3992af4f70ebdd00c8d392fda9bb3a38483a7d47570,0,28.38,75.8,288.81,14.13,2024-12-31,ENCAISSEMENT,978.38,4,2,1
8113b3a3-d2a8-4c62-8226-05c353e190ba,F,1,61,1991-11-21,2b942b0905eb8f4ddf08dc915cf43fbe47fd74e5c3f7c43777a634a0dc8770e3,0,59.58,63.46,129.76,16.36,2024-09-14,PAIEMENT,965.78,3,3,1
bbe77cb8-3330-4818-95f6-7937b3337911,F,1,62,1997-03-17,9a0a70a1c40af1f4279488d5e5d1e44aba1d3a432f74593f981c735909679202,2,91.23,47.23,192.54,10.97,2024-10-21,ENCAISSEMENT,395.76,1,3,1
ef43cf71-be66-480d-9d44-c46ef2efb705,F,4,61,2002-11-18,f651ccc87d4c1e0c9eef9a91f86dfa9178b5ebc75d148da0c172e9e3fbf88d17,0,21.83,25.51,296.2,19.34,2024-12-01,SORT CHEQUE,728.64,3,2,1
59a5926b-3d1c-4955-9f55-0686298dff9d,M,1,60,1997-07-06,e5b2e3d511f90d29e9b9b1c5f1b80195a42a3dd64d2b7f3fde1246b4b7034cf8,1,62.61,45.82,196.68,1.13,2025-01-02,VIREMENT,346.46,1,2,1
4b2837f1-fe99-4678-b3d7-28b67f0bf40a,F,4,61,1940-10-25,82845b6545b27b717e5a5d7a8457e883e5568a0c2a9974d0de3b8bb0cc388673,1,63.46,32.99,272.71,10.15,2024-11-24,VIREMENT,671.42,4,4,1
3392f181-0cd2-4558-b8b4-929817c31840,M,0,62,1954-07-13,d1957cf4fbdde9848f89f9823087a5ac805bdc815234ced0502d586bbecfa6c0,0,73.5,38.39,217.75,14.4,2024-11-11,PAIEMENT,805.62,3,3,1
2c702dd5-32a4-4fe1-b607-6f71398860ee,F,3,62,1990-08-03,f896463d014c33b0ba00202b9ffd66e3db5c208b51fa998c8458ea4e554dd763,1,14.01,61.77,175.07,17.27,2024-10-30,PAIEMENT,946.81,4,3,1
7a95b5c0-e9e4-4acc-8306-80e895e3925d,F,4,61,1943-06-04,fea0928d55c76753d16b1ff58bb8e5b9aaafb78c752066912801cb97a7711af1,0,71.8,83.4,157.16,3.67,2024-07-19,VIREMENT,400.81,1,2,1
8647a550-3567-4685-bd88-712ee2738450,F,0,62,1951-12-30,f3855760f0cc1ab8348403afa55ad364ca3a31a0759a01f990714839bf9c7f8b,2,90.9,57.89,140.64,16.02,2024-12-28,PAIEMENT,783.51,3,1,1
9c2691f5-7bbc-4c1b-aa99-618743c1ea40,M,1,60,1962-01-08,a8f16249a31b8f5b2cc8a803c9c9d268ca9c048a8d661a66959f41cbf79bb167,2,18.77,26.08,252.36,11.1,2024-10-09,ENCAISSEMENT,266.66,4,2,1
ea83b642-5394-4a18-8e1d-0ef9411d0ff8,F,1,60,1951-01-17,e498c81f131be643feb2713de7a8be3fe063509708d002fa3ba79cda179f10db,1,24.49,58.89,177.31,7.99,2024-10-18,DEPOT,990.34,1,3,1
05debb16-d071-4a7d-b5b1-28467c437267,M,0,61,1972-10-06,cb083605bc1fabd64501864bad8ec31fc23f038243ab2e929ccc5175d565ef44,0,97.07,73.93,202.26,2.72,2024-12-19,DEPOT,26.74,4,2,1
01a2e478-1cc8-44f1-82da-2c37a3665181,F,1,61,1952-07-15,988ab0b3218d4d27de888c5ef1830cf3984ae9c6fc411190bbb3df67004763fb,0,18.9,37.8,198.47,17.32,2024-08-24,ENCAISSEMENT,603.93,2,4,1
a02384d8-d91c-4c1b-b94c-d8cc547b056b,M,0,61,1945-04-08,99530b85206d348a828b02d4cc86f68404dbeed90d8d7641650a8ca4f216498e,1,85.5,47.32,215.46,3.23,2024-12-22,DEPOT,659.85,1,1,1
86ce9762-8bb3-4b47-ac1a-9d838cdf2194,F,4,62,1973-04-23,7cb8791bf1af9c353e024b5af65ab8afdaf36fbf8d32f479fc6c2f35f9b7fa8c,2,49.69,50.29,273.12,6.26,2024-08-04,SORT CHEQUE,688.36,1,2,1
a618f78e-6c26-4911-a835-35f3172764b1,M,4,60,1972-06-03,dd974039613852c3a1138fc24860aa980f15c873c798fe3580107ae26a4237b4,1,25.45,34.3,296.15,5.87,2024-08-02,ENCAISSEMENT,121.27,1,4,1
b99ee2ae-45d0-4b1f-85a9-f9a75e112848,M,0,60,2003-10-08,b7015d86e316782fae97ab9363b847f360e335f0a4c6bcc639d776f5632eb6cd,2,87.12,62.97,181.52,17.44,2024-08-30,PAIEMENT,938.59,3,3,1
ba9ea55e-c28c-4c11-a1df-65e24f54dc50,F,4,62,1977-12-30,f5861ff110d78fea5da2bd701f0af54c4fd8370ff1068cfd74a8c71053672d96,0,45.04,47.58,265.5,13.49,2024-10-22,ENCAISSEMENT,182.0,3,2,1
d849769a-2924-43cc-86a9-c7b90ddd105f,M,4,60,1986-09-10,98e6f14958ad9f1fbfa7b555b8695128dfa8137958ff5bbb7dcaadc3ab9dc9e4,2,51.92,58.39,252.91,15.95,2024-09-19,VIREMENT,623.13,3,3,1
9f49b7a9-7caf-431b-8599-d78639ab8e2f,F,4,61,2003-01-11,baa7bd26c31491fa352078d559dd7eacbb26030c147ece5af6ae0a7455826961,1,36.53,32.25,214.71,5.08,2024-08-18,PAIEMENT,223.45,2,4,1
3d6c44fb-9b46-4406-8686-639f29b27492,F,2,61,1960-06-07,923a70c2de67488522f71564426b7f7f1019c0a7f96599992db4429ddbd61969,0,59.64,41.25,291.21,12.53,2024-10-29,VIREMENT,307.91,2,3,1
48d1741b-32c4-4313-a8f4-674ad39a8fe3,F,3,61,1964-05-16,00162695a2039d2b17167e30f9afbd9dc0ee517fb5fc3e109c04fbce4d1fcaa2,1,17.17,64.45,140.09,11.48,2024-08-30,PAIEMENT,546.91,1,4,1
e32c8833-ba5f-48fb-b56d-87c33fce53d1,F,1,60,1967-05-22,8a5691c650ce0277a970d4ffc781f524928384dde9d12520e114417320c32936,1,39.68,42.54,121.85,16.67,2024-12-14,DEPOT,417.78,2,4,1
148227f6-a111-49ee-a23f-f58db39d68db,F,2,61,1996-12-05,64ad6b74d45abbf62dd097904f0def788870903f0c83b7409244b761d6d15f0d,2,96.87,84.54,270.79,18.13,2024-09-11,ENCAISSEMENT,161.07,4,4,1
ef66733f-0ecf-48fa-9a56-90f771364922,F,4,62,1990-02-19,f961e3f53b37a8e573c772c114ecf0bd50948bd16476e86d742012cfa32ad688,1,26.53,42.01,187.83,0.34,2024-11-01,SORT CHEQUE,171.77,1,2,1
12e2afb7-f53f-46ea-a060-ae1021b33dc3,F,0,62,2000-12-06,beb2655af2a80027fd9c5abb103fe1e0292a68e272b307e03d4f74d5c6382197,2,65.95,54.49,269.39,13.51,2024-07-24,PAIEMENT,418.73,1,3,1
7de9bc72-9b60-414c-9048-a272dc48c171,F,4,60,1980-08-19,935c711834beb0b35ec30cfd249ecda5230fa91307bbd68813a8d02f5d514ec5,0,33.16,68.65,278.62,1.13,2024-08-03,PAIEMENT,757.53,4,3,1
61d4dad5-bc5e-4164-95f5-49efa7dd42ba,F,3,62,1990-12-22,093697d3e209b86c2f3f3a39c047d8296b3312bd67a8baca4ae362aa5c1881ce,2,77.5,21.63,112.49,11.02,2024-11-25,VIREMENT,898.07,1,1,1
d702b522-da81-4e55-954f-6f00bee51cde,F,4,62,1974-06-26,7b3cecec65e48539a3528792fe069bafb6fd66f26439de86b3654dbf09233592,0,13.94,14.78,276.69,5.82,2024-11-23,DEPOT,85.04,2,1,1
056cd380-4b42-40fd-ae77-1049c5626e49,F,0,60,2002-11-17,5c4e47d0dd8b5f41b75d23839afd250c5a9ec443cef6bc3e65e2b8282c9da35a,2,96.92,19.49,189.66,6.2,2024-08-25,VIREMENT,393.71,3,1,1
5ad9ecb5-8228-472f-93aa-0d5767ecfc2a,M,3,61,1956-04-19,74e26e0b602056e36979ee95602a476fc3c266dd91ef6aecf730139d9083f391,1,45.88,75.25,202.09,7.12,2024-12-26,VIREMENT,101.15,4,1,1
e315967b-b270-43bc-9982-f81aa6f42372,M,4,61,1969-01-10,bc3989754ee036fbc1ba3a2c2c780c11f91ca4f9bc91922a4ff5daefad673cde,2,24.35,38.96,225.32,12.46,2024-09-03,DEPOT,17.58,2,3,1
52434099-1d15-40f6-be0c-797b0b04d7de,F,3,61,2005-03-02,fe65d1d982d1d05dca88941a3dd5776e7ecd0dbefdcece73a754a0331819158b,2,8.27,101.16,285.28,6.75,2024-08-03,SORT CHEQUE,662.06,4,4,1
1f83972f-9f33-46aa-9dd8-b5217f163c78,F,1,60,2004-08-30,ef1c3612ef4c4cee84aca79b7dd56f37837286bb2c5c7f328220ca721e7f76a4,0,17.79,38.72,103.82,14.68,2024-12-10,VIREMENT,602.85,4,4,1
72d6b51c-c767-42be-ad16-a747ef41ed3e,F,1,62,1994-09-17,b7c971ea763e6e5d38b5d6d0c45093ab88eb88c98a630edd4da210e3385ae2e5,1,52.41,53.69,195.37,8.15,2024-09-15,VIREMENT,163.86,1,2,1
9742c922-76d0-4b6f-88ed-1be0c82cd6ae,F,4,61,1941-12-07,fd6ca7974488d6b16f335b69044b5487bc30cd235e89e435f36d3c5feb7c89cb,2,34.33,80.84,237.54,1.46,2024-12-21,PAIEMENT,234.58,1,4,1
c1d91bf8-7a32-4e88-a149-bbbba3d7838f,F,3,61,1972-01-20,a87bae5198c1a1972460f93da5e1d25835e6d8dc63a66e6fe3245126f0d1cb81,1,82.98,90.12,244.54,15.7,2024-10-02,DEPOT,24.68,2,3,1
c37202bc-7f0f-49a5-b60e-9e6e6b242a78,F,0,60,1941-03-14,b40d5a3f4ff9a7f3d5d7c4a64d1d586dc634e28d76ab061b2bacb871aa7e5a85,2,43.61,91.23,238.51,5.79,2024-07-27,ENCAISSEMENT,835.11,4,3,1
6ad34f6a-c4a5-4b35-b0ac-8560de07a4b0,F,4,61,1970-04-19,73419ed5ee3a13d065354c330e742c4de177f87733b24d2088b4e8bb498b121f,2,25.6,74.17,126.89,8.71,2024-11-23,SORT CHEQUE,974.72,1,3,1
