<<<<<<< HEAD
CLI,SEXT,NBENF,SEG,DNA,AGE_NCP_HASH,nb_transactions,montant_total,montant_moyen,montant_max,montant_min,date_derniere_txn,dernier_type_op,dernier_montant,nb_types_produits,nb_libelles_produits,churn
0cafab8a3d3045dfaadca10896e8d58dd0e6e7c65e984318828c809d931bbfa0,M,0,23,1971-01-10,a882fe6139feef3e068aa3dbe1af4eb9f757fbf416ad86cdeab4e8cd62e99118,3,7324.617,2441.539,2441.539,2441.539,1971-01-10,CESSION 2024                  ,2441.539,3,3,0
0d053ac8d1ba89650afab7a50988f8bbf84893a02984858136033fe75a1c4d07,M,0,2,1958-06-16,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,451,343291.322,761.1780975609756,9000.0,0.017,1958-06-16,ASSUREMPRUNT 0020775520930    ,38.7,8,8,0
0d92d97a4ca03c6566474374be0611f001e0be7613e1eebde9926422e1e510c8, ,0,61,,0be0495f26e3781f789d6611ea4dc4cfbbc8a7ac2d996ab0c1b694b28bf21410,8,476.0,59.5,59.5,59.5,,COM ET TVA/EPS NO     3056    ,59.5,4,4,0
0ed6d920f08cf199431dc40eb0f4f35a828fce7425595cd03c7a3de959724771,M,0,7,1960-02-21,de4554feb58084108d41fa314e0e44599432ace6b7f435f9887471ceeb4c1275,7,2657.775,379.6821428571429,1000.0,10.621,1960-02-21,VERSEMENT ESPECE   383031     ,300.0,1,1,0
104d42d6fe03aa335963a16abc69a129e52553512554909dc7f20806668dffbc, ,0,62,,845f66fb13afd9e7d934ad0573839be38603c9d109884ece366dc2bdbdb96131,4644,1413033793.086,304270.8426111111,2100035.35,2.38,,RECOUV IMP   985127           ,530544.633,14,14,0
1119f0a5385115624170f20fc36a4741d1165dac08c383c98b9754afc20ed1c3,M,0,7,1947-09-11,ba58a54fc04bc7733b07da6cdb1ea525eeaa62623478f80d9bd0c565e77e726f,2,1.424,0.712,1.131,0.293,1947-09-11,AGIOS DU 30/09/24 AU 31/12/24 ,0.293,1,1,1
11b7f9f05b277eecddd6e2cfe8aa6c98fe7d52ace54ca997281891a943a71aa4, ,0,61,,9ded15126a5b975893d67e9b06bd87e1fe5ebc1c58822dd60bc3f06cc0e5b86f,2,3027.37,1513.685,2997.62,29.75,,VIR RECU                      ,2997.62,1,1,0
11c0106b61cbfaa67947e47f3957e7b850f7ef9e280441605310911a9d7b0bdc,M,0,22,1974-08-14,3e1e0258e0a0045a8b0be62628cb3d28c30d9be5e3b4cc85d549b73fb36801c9,5,27066.515,5413.303,5413.303,5413.303,1974-08-14,CESSION 2024                  ,5413.303,4,4,0
16f3d64fc1bb91ca3d8967da29e3605a75a38674eeeeb29778ad002049aa92b6,M,0,1,1964-02-18,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,18,3062.124,170.118,282.538,57.698,1964-02-18,AGIOS DU 30/09/24 AU 31/12/24 ,282.538,7,7,0
173deaaf2f52bf79f028106fdbb995142cd7d77fc8b15cfa2a82d93c13f76f3c,M,0,7,1971-11-04,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,6,8456.412,1409.402,1409.402,1409.402,1971-11-04,CESSION 2024                  ,1409.402,5,5,0
176e1d6ec13f8b8043b1bd56ab542c24d5d79588f6b3aa20ab86555468133fb9,F,0,7,1970-07-17,02541c0b8bc186f23c857d35489772e6aadab9803712bb227eadccf4eab2cf64,2,31.65,15.825,25.383,6.267,1970-07-17,AGIOS DU 30/09/24 AU 31/12/24 ,25.383,1,1,1
18d83d6ef3685e3f53b8edd695d157851a3b20255187acae696f23264f2b91b0,M,2,2,1958-11-15,eccfa6e2ec1551af8efce157d514da4455ff91c9cefae4c411a79f62ad4ca835,96,77297.48,805.1820833333333,1722.063,2.244,1958-11-15,AGIOS DU 30/09/24 AU 31/12/24 ,2.244,6,6,0
196cf29fa72d194c355ae8342114f50efa28dd288e9bb8e3081eb9ad2118ff0a, ,0,61,,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,45,1544.13,34.314,35.7,30.0,,REGLEMENT CHEQUE N   256895   ,34.47,9,9,0
1ac1065b0d59ac7023458d3e5b2205222b319d63da7d496c13fe766ca0002237, ,0,44,,2430b3ed99ef2dfad6a6105f83cb562173b517d9cc0bfa2c43d1c27944b4f642,2,4432.502,2216.251,2216.251,2216.251,,CESSION 2024                  ,2216.251,2,2,0
1b769c684c461973205140b1e4df6dd3287587d361e6108ef19da2104ab95428, ,0,62,,b57eb9bac0ccc19f0d3d5b137a42e6f094777832d3aceba1ad61aca73a75d4f8,182854,5702156269.482,31184.203077220078,576000.0,0.03,,REMBOURST FIMPUSD/00          ,147429.54,14,14,0
1c66e1da38add8448e509ee7b902b60ae9f58a3f72a541a612bb69a1c17482c4,M,0,2,1955-01-03,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,323,153414.683,474.96805882352936,1439.187,1.0,1955-01-03,AGIOS/CP 00060-4040030035     ,8.453,10,10,0
1cadad147501ae54e29ab247f0b310b0fbb41ed5982ab7b697fe46be39f81041,F,0,2,1964-05-22,ba7038e86c28971d5f8088223e4df2284339446d0e90931e0c61240e2c80f121,68,106860.952,1571.4845882352943,13000.0,2.38,1964-05-22,AGIOS DU 30/09/24 AU 31/12/24 ,869.585,4,4,0
1ce9ce46bddc80011c14eec426a4c18f48f36121c4c91ee63cedf1021520185e, ,0,61,,0f75558279e0454e8e919c9de09ec7b8c9203f78450e451e96469c993c252f06,1,29.75,29.75,29.75,29.75,,AGIOS DU 30/09/24 AU 31/12/24 ,29.75,1,1,0
1d0a14ac76e851c0700eabb06dd13130a7a21986e367d0a9d850ab567ad646af,F,0,101,1973-12-18,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,2176,374094.35,171.918359375,1360.929,0.049,1973-12-18,ASSUREMPRUNT 0020757110930    ,1.1,16,16,0
1d80ee0fd6a048413dafc680c088b691878a9af3e35afe48f7bcdddd34149426,M,0,1,1982-06-09,9ab5c81b7ed13b8ecabf6948a4e8e43e31a4a15ffd33b40dea6fc814159945ed,1408,1248143.006,886.465203125,5000.0,0.116,1982-06-09,FACT PACK TRIMESTRIE          ,104.125,17,17,0
1f2847f3811ade75b55d45b3cda524c1bfcc87c9673beb42e35df42a0a46ba07,F,0,2,1966-10-15,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,342,358879.743,1049.3559736842105,11330.0,1.19,1966-10-15,VIR RECU                      ,1803.61,6,6,0
1ff0550ad2d240424c8c99f7c7e5e208984120cff5c12d07a6d85a37f1f77dca,M,0,1,1972-04-23,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,38,938.733,24.7035,41.055,8.352,1972-04-23,FACT PACK TRIMESTRIE          ,41.055,12,12,0
20b1747ea418e9e3d4717c9651b6a644fbfc9e9e0a8613649b50994843980cb0, ,0,62,,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,452466,12751531877.091,28182.29850881834,4750000.0,0.595,,SORT CHEQUE  5003618          ,26845.737,19,19,0
20b337aa2b449fe1a5d82961e0ae97519fa9dfe5b195284af34b6bc9a97083e9,M,0,101,1984-07-23,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,40,31212.68,780.317,1614.4,3.298,1984-07-23,RETRAIT AUTRE AGENCE          ,1500.0,7,7,0
21c5a07ac2f93859dfb97bd13f3c254890661aefe1f3826b76b67d5fea9e1d20,M,0,7,1958-09-01,030a2d59f60f02f6edf932c6456c5bf6e877df44af04c714b8bde7cd37bfecd4,2,5.587000000000001,2.7935000000000003,5.496,0.091,1958-09-01,AGIOS DU 30/09/24 AU 31/12/24 ,5.496,1,1,1
21ce3a436ff83f6f9576bd04b00073c7a4db7f9617362a2ff04be38bf676da33,M,0,1,1984-02-26,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,18,892.062,49.559,82.247,16.45,1984-02-26,PRELEVEMENT LIBERATOIRE       ,16.45,5,5,0
239b15fb79c14d306e9c9a51283fd54981d1b6d2f34b5f4e170a1ba86e84db0f, ,0,62,,464c459ee953dcc2babd83f65ea1cd1c7c55218058d5356f7b3069b5be415c6b,744,247630.8,332.8370967741935,2200.0,1.547,,VERSEMENT ESPECE DEP          ,2.618,13,13,0
23c6fb156214222449a17a8141c9de1a97b75b3be7455d80cab7f60be1cbb05d,M,0,2,1942-09-16,0f63c2225f674884df4a25f52ab5a03bb4adc5ae3a78024c8b533c9e4e6bdc47,2970,525976.5719999999,177.09648888888887,2785.046,0.255,1942-09-16,REGLEMENT CHEQUE N   294913   ,208.0,16,16,0
2401685ed1026eebb03c5b93a0d9afb2e75dbe1c12559ca03e2722070bcff667, ,0,62,,0d3752069dfe292b3e0464770457f9cb95776dac7fc4298dac43f30634bcb0e6,2,658001.836,329000.918,329000.918,329000.918,,CDI202401006170786111         ,329000.918,2,2,0
25aadfddbf2e61e07fa690c2d0c8576969d50517867d70adb2f9a2afc449d284, ,0,61,,5596208bb3105f3f486a4145edef27d22225c5bf1129ea7f9df64b23d46f1618,9,7130.1759999999995,792.2417777777778,2997.62,2.38,,VIR RECU                      ,2997.62,1,1,0
276b76de1c8953b6bd6295fbd65e3d729f986134fc88508dc846653fabe53462,M,0,1,1954-12-07,3a9526ab72437a8937aa9910ed14439b0286a08ce1ec7819b4109060bfcfad4e,82,2098.6670000000004,25.593500000000006,45.237,5.95,1954-12-07,FRAIS DE GARDE0000000         ,45.237,14,14,0
28cfe3d2512ae26ddce15a2d6609ce6cd3d9209725c5e2e925949a8d99fe42ba, ,0,61,,f344cf0c59338e6306e0e2872b8d3d7fff18d69681de4c8b6cc0ddc259c9fbe2,10,947.345,94.7345,112.812,76.657,,AGIOS DU 30/09/24 AU 31/12/24 ,76.657,5,5,0
2ac63b56244443ddafd75d39a93968f0b412c868d107bfa140277f2eaaf616de,F,0,101,1979-02-28,76e4c6c4dbb8db59d7abe328b6fc5ab10bf20cd0bf0d2a303f3e5adf5b939274,1320,250164.72,189.51872727272726,1585.955,0.121,1979-02-28,COM ET TVA /TOMBEE   486380   ,5.95,15,15,0
2afbf4e51c1170d1bcd1d1eb4dadc58881f1467af981a95db33ebc5d8d0981fe,M,0,23,1975-08-06,e46e01ea4dc22a86e9408679e42088104f8e5fa69f122066690574d44f7d9dd4,8,2706.91,338.36375,1342.745,3.57,1975-08-06,CESSION 2024                  ,1342.745,2,2,0
2c8047c8730fb0cde58a5f48a4fb238f679fe37cda4ba044d29d59792b4b1c78,F,0,4,2007-03-09,694ea9439b87817f000fbd01ab3ea8a949caf77d0d8e0f7702d5576aba8daf2f,2,0.404,0.202,0.202,0.202,2007-03-09,AGIOS DU 30/09/24 AU 31/12/24 ,0.202,1,1,1
305ef9d656435d7a409afa228f4831bdcc1d392af64f4f5573d3981ad8fad94e,M,0,7,1970-04-15,1f7a2897651f160bc21c8c1d73cae17b61e85eb9a753ef89aff2d8d87044d6e3,4,240.532,60.133,99.23,21.036,1970-04-15,AGIOS DU 30/09/24 AU 31/12/24 ,99.23,2,2,0
308aaa037e07179550bc8412c5acf366c492d43502c8ee020203d59d1319f08a,M,0,101,1991-11-12,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,645,9846680.49,15266.171302325582,63000.0,0.893,1991-11-12,PRELEVEMENT LIBERATOIRE       ,4.452,11,11,0
3220f2b6808372bca06b61314e25b650b2c9441de3b74cb48f7259a3d7e28ac0,M,0,7,1991-06-06,cf8aece42935eeea9f3e28457711c0f702b6abbf45ad5de289f155b38bee58a7,2,61.315,30.6575,50.104,11.211,1991-06-06,PRELEVEMENT LIBERATOIRE       ,11.211,1,1,1
32290f7df88f589f6ec3011ac2ba375772ac758c0bc1d7b318bc87121f4b5a92, ,0,44,,286d56f5f242bd773958bc1be202d7e59b9e9bd332a365682b9129746f3f951f,3,71.4,23.8,23.8,23.8,,AGIOS DU 30/09/24 AU 31/12/24 ,23.8,3,3,0
32a753f58d6266a55aabd140792ed92c1413d015a3829aefb6171a05c58c0590, ,0,61,,82c84c410f35daeb94998839c712c4600579cfc2d2004c4de93a0cb1651b9b53,1807,2617751.0579999997,1448.6724172661868,26726.35,0.893,,SORT CHEQUE  9000941          ,941.194,9,9,0
32ca6aca9f27f371f422fe302f68d08ebd077715c05cbeb682a8ecc2244b3919, ,0,61,,4992618435618cec048cb040bb0c2e2e80c30dc3d68af497765ea693c92e5664,4,348.432,87.108,87.108,87.108,,COM ET TVA/EPS NO     3077    ,87.108,4,4,0
3466a1c111756347dea96bff5014651e709eddd8f2ea1c7c352829c5c509db42, ,0,61,,32bf4adfcc4094e82b8d2140706210e2d83ee45d74906d57637a0a715a766581,90,306223.884,3402.4876000000004,6778.224,2.856,,VIR IBQ                       ,6778.224,7,7,0
3528d7af8e231f8bc49d43b698ebc904e4025c1d81b997eed55a3942eae1c5f8,F,0,101,1981-06-27,fecb5f458d6de3505dc7097626dc2690347c58f29d35fc035319e5ece909f4ca,406,186845.624,460.21089655172415,2070.0,0.123,1981-06-27,REGL.ECH   856186             ,12.992,10,10,0
35f45b9f1667cf0300e6ba20727fcbb14afea3daf05080c1128eed3d8de5f35b,F,0,7,1949-06-19,290ba03993f573de4eceae13e879abe6ba57c5e9c10ecbe31588e008e0ceaa3a,2,41.894999999999996,20.947499999999998,33.921,7.974,1949-06-19,PRELEVEMENT LIBERATOIRE       ,7.974,1,1,1
367e742b148c58159646c1f343a9dd0ffea619e185207254f9392d79588579f9,F,3,7,1971-04-28,476fa6cf6e6ebcf12f5ef86b054ee79c1848c33df57d63ea226a5692731ab048,3,5280.836,1760.2786666666668,5000.0,47.798,1971-04-28,RETRAIT ESPECE   487435       ,5000.0,1,1,0
3779cc5c1b9f47b1126b6a6963fc8db13a0bfeeb9bd4adc3bc4b63e832cefd59, ,0,61,,eaa5fb53d671b4603771c45651fd1555cbdbbbd38f7533ce486212eba7da70d5,11,23931.508,2175.5916363636366,3000.0,2.38,,RETRAIT ESPECE    39755       ,3000.0,1,1,0
381f3bf29c7b5b54347c084fd83944e706ca1dedf028133b909a6ad457f79a7f,M,0,4,2012-10-31,888923189ef2e482547107ee0b959d7fc6a940a9266235aa1e877175f67f9ff1,2,29.119,14.5595,23.968,5.151,2012-10-31,AGIOS DU 30/09/24 AU 31/12/24 ,23.968,1,1,1
386ed9b61061d44650ee314ad33b2539ab8d352abde61395b77a040a73d5b5fb, ,0,62,,00b0b175dca083f63b15d8edacdd7713ee19f850d9e646e3c8175cb0873c29e4,308320,91212225490.686,295836.2269417683,10000000.0,0.03,,AGIOS DU 30/09/24 AU 31/12/24 ,35.7,19,19,0
38732fc07a34c467f5f77e1bc47082ed012d94540620048865278001aab7bab1,F,0,3,1963-03-13,870f4c2d49d663cbadc40bbb73436ce24d7e6780f0c9fda63e21f22b02df2885,2,11.936,5.968,8.955,2.981,1963-03-13,AGIOS DU 30/09/24 AU 31/12/24 ,8.955,1,1,1
39516f38d78a0a3a64d57bb1d8cd3d0ac16a346d125b4eb010a8322e040e8684,F,0,1,1966-04-25,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,1648,246543.52,149.6016504854369,1114.909,0.208,1966-04-25,CENTRALE COMM BOUMHEL >BOUMHEL,8.96,11,11,0
3b9ce67aa3c949f9b4c10c4df41ba861980d2101c26c6e7fd1f336016a9814c6,F,0,2,1961-04-19,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,544,237755.184,437.0499705882353,5000.0,1.19,1961-04-19,VIR RECU                      ,1215.702,9,9,0
3ba982075eba89702c1637b9ce03d8a3d8b6dce9434dd07a4c30b5525ab27850,F,0,7,1953-12-15,1e76b270cd21d2e3a13af4b3706de338659bc4a9a203cafe4324c6c0814f1a11,20,2506.58,125.329,415.747,0.033,1953-12-15,AGIOS DU 30/09/24 AU 31/12/24 ,415.747,2,2,0
3bbf3ed264b751a62c83ea6ad88949a174e291973b28c2e2d2329602f6f00c95,M,0,2,1954-12-26,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,408,993683.014,2435.4975833333333,14351.255,1.19,1954-12-26,ASS DECOUV0020945840510       ,7.0,13,13,0
3bff0241aacdf283cff0a429ccf4194dfdf5617f409e3b3cac962ef676783ad9,F,3,7,1957-09-27,0c83b99dc4fc7f3ef542ba3247b143a66a5f1563bac56b3a9cd4c7161f7c6c7e,4,8.468,2.117,3.805,0.429,1957-09-27,AGIOS DU 30/09/24 AU 31/12/24 ,3.805,1,1,0
3d914f9348c9cc0ff8a79716700b9fcd4d2f3e711608004eb8f138bcba7f14d9,F,0,2,1962-06-21,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,1045,193051.59,184.73836363636363,1744.05,1.19,1962-06-21,TVA/FRAIS NOTIF AUTO1245409   ,1.9,12,12,0
3e63c31c3568b39eec5c2dd10170f8eefe19acb824cff0d0605fdbb369023440, ,0,61,,ce65e890ea27c578ca8f580440f819dc619d3a4fe6dd610f75988d8ef4d74564,537901,15812536236.393,29396.740731831695,1800000.0,0.018,,ENCAISS CHQ (010)0250005      ,245070.093,20,20,0
3f08d8fadb4b67fb056623565edbbc2c788091d78fd24cbc473fce3043ce3473, ,0,62,,afb2d910b9a5af0a0d4ebaa39812f57bd4bfd03c24707c04b2719730cf416922,1352235,11339790734.355,8385.961563156552,8190000.0,0.002,,REGL.ECH   568989             ,602.803,8,8,0
4103baeebc5ee7b30f79339d9ee84a13822c217d3a185c98d2b5526b99f053d4,F,0,4,2010-03-18,4f8991c107f468e52494f9e3eaddef43a3ffd44a01115131db04463c1bcffdfe,2,0.666,0.333,0.333,0.333,2010-03-18,AGIOS DU 30/09/24 AU 31/12/24 ,0.333,1,1,1
44fe8c6063850c966cf755d5615388af3a44d57ccb1bd464857d362216545031, ,0,61,,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,66,73374.6,1111.7363636363636,4762.0,23.8,,REGLEMENT CHEQUE N   244068   ,672.5,6,6,0
4582598c0bbdd2aee6401282e3d6126ec6f8b0cc2887a6581e37ebcc6dbb3232, ,0,62,,4dccf06fe078443c49cf8f74b55b2ff9c8b2a0842fe76e2c9758bbba0a04abcf,263355,29531734572.651,112136.60106187846,2500000.0,0.595,,PRO FIM 00720320/EUR          ,882599.7,16,16,0
458efff59eab64470b318befb8887f0ecadff1f593ad9d29c7c915eb1be4282f,M,0,4,2007-11-13,4a2900581bafbbea04159d4a16da6741c41c1f2f1017add199d6deb52cf98e17,2,0.196,0.098,0.098,0.098,2007-11-13,AGIOS DU 30/09/24 AU 31/12/24 ,0.098,1,1,1
46aca0c87d42ecc4537ea9813d2e8b4647a8c3340c5ba97fc8ce29db1f388083,F,0,7,1964-12-02,f057452e33e891bf9073906521cc08adc1d07c5b9421c3f9ede13d44f11476fb,2,3.221,1.6105,2.539,0.682,1964-12-02,AGIOS DU 30/09/24 AU 31/12/24 ,2.539,1,1,1
477a5a9aa9076f809db1577e6d68ab34fd0e51007776f24be44a1c0cefd335db,F,0,2,1947-06-30,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,240,157741.088,657.2545333333333,1700.0,0.51,1947-06-30,FACT PACK TRIMESTRIE          ,41.055,10,10,0
47dfa287fdcd6a700c538ffdb68e043bc8bea227030d08b3bc433f8f18d23faa,M,0,23,1954-11-11,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,56,108.724,1.9415,3.782,0.434,1954-11-11,AGIOS DU 30/09/24 AU 31/12/24 ,3.782,10,10,0
48637a9f599c0cbc12088f5960396f5089ef07f7c5d8861f857ae66da0d0c63f,M,0,101,1975-07-01,cb90ba1e705b562e59a6d9e898d8462a4032e65cb2b997f88e48d211036fb1c0,4,576.1700000000001,144.04250000000002,239.079,49.006,1975-07-01,PRELEVEMENT LIBERATOIRE       ,49.006,2,2,0
48ef2b27e84bc15147e7cb6b07a5b70683cf73fb7c69c455f86e185b82df930e, ,0,61,,2a8d7db83f4aaffadb1a8b6f331df661f89204f0d84925ae4293c11a5c449979,60,7585.1849999999995,126.41975,280.0,48.607,,COM & TVA/ REJET CHQ   318430 ,119.0,12,12,0
4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5, ,0,62,,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,1356,773619019.11,570515.5008185841,9285000.0,58.9,,RDE2024-420                   ,149600.0,3,3,0
4a86cc299bf7432faaf481e1f0d90c0d733ffa12f564d58789eeecf2ec214547,M,0,3,1975-12-18,113e5115a38b1b11a5b0e64db4a395c97bc4daf848f2975b3e31615535b234ad,6,4016.66,669.4433333333333,2000.0,2.38,1975-12-18,VIR RECU                      ,2000.0,1,1,0
4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a, ,0,62,,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,63,33330452.196,529054.7967619047,1000000.0,372.205,,RCC BNP                       ,1000000.0,3,3,0
4d8beea649a7828ec59cde1e495c82c4ef10496758d99ee8f38df931f33dae1f, ,0,61,,56f39fbda830adce5d11dafe178a8c25d59e9b188efd6ee1021f4c4fc4fdea0b,222,494911.03799999994,2229.3289999999997,4455.088,3.57,,EFFET COMPENSE    56113       ,4455.088,8,8,0
4d918a00a8f44afed0c5b60bd7678a1080abb88bd740ea069d57b2b3d85f3487,M,0,2,1940-06-15,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,315,47771.682,151.65613333333334,1134.12,0.255,1940-06-15,ABT TATAOUINE         >TATAOUI,300.0,6,6,0
4ee6c1b976388458f0396a3484939a3ef5c0270547ffae54ccd61fef6de980f6,F,0,102,1970-01-16,18bc83e0abdb151ea10dbf652f136907f8617dc5bd470333853c54d893c57864,10,267.17999999999995,26.717999999999996,43.538,9.898,1970-01-16,PRELEVEMENT LIBERATOIRE       ,9.898,4,4,0
4f2550703419a3f9980e6d0749e8f16519e8949e5c5dabb17415a93f0efc7937, ,0,61,,38113c36d1f8eb3558d5868d285a7ddcba11128374fd2f13537255c351ea8c2f,9,1384.2450000000001,153.805,153.805,153.805,,AGIOS DU 30/09/24 AU 31/12/24 ,153.805,7,7,0
4f6ecce5bed6b410b2d80d3cd5a0d87dadb54c90b230bafb8f838ad51a02b462, ,0,61,,d160066fe8775598f1e467ae11a107cee6dee0de933c9924d7bada19d389e288,180,223088.625,1239.38125,11862.253,0.595,,PRELEVEMENT COMPENSE    30141 ,40.863,5,5,0
4f970443646cfb373d490fbf1f9c8a40e33eaed0ae9625ed971bd6315846cb2f,F,0,2,1956-05-22,dcafeb12bc0ce2506ba88456663741ab2c94e0089f05311f4c17462fcabab2fd,56,12126.142,216.53825,555.0,2.38,1956-05-22,VIR RECU                      ,555.0,4,4,0
50cee8c1603b0d4a13a9995f2cb5131ef000c37c5b60c818117421082d1965d0,F,0,4,2007-05-03,4a00a14effea952c46d5fb2797438111b57914014fab17bb61c2d365e10aef21,3,1000.604,333.5346666666667,458.539,92.065,2007-05-03,VERSEMENT ESPECE   377404     ,450.0,1,1,0
533fada4e841899fa5070159834c6c08ab209d6de074a5fa76bc1edc8329c177,F,0,4,2004-07-04,600fb043be3751c4dc2e1aca5ee52dfbaba7aba1069ab8e37f826c20bc0c6b5e,2,0.196,0.098,0.098,0.098,2004-07-04,PRELEVEMENT LIBERATOIRE       ,0.098,1,1,1
54dc7e307613dea55864b38c106f7aad7013371e5544e8b2b4832eca7d3e6348, ,0,61,,56f169c3a9cc7ae8cd00c36337909a90b776915786789611c6b58b3e239f91dd,1896,4626071.752,2439.911261603376,14427.856,0.357,,SORT CHEQUE   565859          ,5302.504,8,8,0
55b97f4bcd02d1cd9764f39b4dcda83be8875e531e40e8fc5a57d9cdd790688d, ,0,61,,2b00630d85480dfe7f398439638ecfc78c3a80a2e07149c09673024298113a7c,10,20330.419,2033.0419000000002,3500.0,37.559,,ENCAISSEMENT CHEQUE  2416977  ,600.0,1,1,0
